Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Mean HDL (mg/dl),Mean HDL,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Mean HDL,Women,11.37
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Mean HDL (mmol/L or mg/dl),,Urban Men - Mean HDL,Men,4.794
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Mean HDL,Men,11.37
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Mean HDL,Men,5.097
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Mean HDL (mmol/L or mg/dl),,Urban Women - Mean HDL,Women,1.289
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Mean HDL,Women,4.794
Mean HDL (mg/dl),Mean HDL,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Mean HDL,Women,11.37
Mean HDL (mg/dl),Mean HDL,Total,Total,2015,Estimated,39.8,,viz_total,Mean HDL (mmol/L or mg/dl),table_total,1.Total - Mean HDL,,
Mean HDL (mg/dl),Mean HDL,Total,Total,2015,Lower Bound,38.9,,,,table_total,1.Total - Mean HDL,,
Mean HDL (mg/dl),Mean HDL,Total,Total,2015,Upper Bound,40.7,,,,table_total,1.Total - Mean HDL,,
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,18-29,2015,Estimated,157.4,,viz_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,18-29 - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,18-29,2015,Lower Bound,152.7,,,,,18-29 - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,18-29,2015,Upper Bound,162.1,,,,,18-29 - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,30-49,2015,Estimated,175.5,,viz_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,30-49 - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,30-49,2015,Lower Bound,172.1,,,,,30-49 - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,30-49,2015,Upper Bound,178.8,,,,,30-49 - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,50-69,2015,Estimated,191.3,,viz_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,50-69 - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,50-69,2015,Lower Bound,187.2,,,,,50-69 - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age,50-69,2015,Upper Bound,195.4,,,,,50-69 - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age, 18-69,2015,Estimated,173.4,,viz_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",, 18-69 - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age, 18-69,2015,Lower Bound,170.6,,,,, 18-69 - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age, 18-69,2015,Upper Bound,176.3,,,,, 18-69 - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Rural 18-29 - Mean total cholesterol,Rural,1.289
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Mean total cholesterol,Rural,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Mean total cholesterol,Rural,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Rural 30-49 - Mean total cholesterol,Rural,1.289
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Mean total cholesterol,Rural,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Mean total cholesterol,Rural,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Rural 50-69 - Mean total cholesterol,Rural,1.289
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Mean total cholesterol,Rural,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Mean total cholesterol,Rural,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Rural  18-69 - Mean total cholesterol,Rural,1.289
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Mean total cholesterol,Rural,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Rural  18-69,2015,Upper Bound,,,,,,Rural  18-69 - Mean total cholesterol,Rural,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Urban 18-29 - Mean total cholesterol,Urban,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Mean total cholesterol,Urban,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Mean total cholesterol,Urban,5.097
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Urban 30-49 - Mean total cholesterol,Urban,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Mean total cholesterol,Urban,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Mean total cholesterol,Urban,5.097
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Urban 50-69 - Mean total cholesterol,Urban,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Mean total cholesterol,Urban,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Mean total cholesterol,Urban,5.097
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Urban  18-69 - Mean total cholesterol,Urban,4.794
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Mean total cholesterol,Urban,11.37
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Mean total cholesterol,Urban,5.097
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Rural,2015,Estimated,164.73,,viz_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Rural - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Rural,2015,Lower Bound,162.07,,,,,Rural - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Rural,2015,Upper Bound,167.49,,,,,Rural - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Urban,2015,Estimated,182.07,,viz_area,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Urban - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Urban,2015,Lower Bound,179.13,,,,,Urban - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Area,Urban,2015,Upper Bound,185.12,,,,,Urban - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Men,2015,Estimated,166.7,,viz_sex,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",table_total,Men - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Men,2015,Lower Bound,163,,,,table_total,Men - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Men,2015,Upper Bound,170.4,,,,table_total,Men - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Women,2015,Estimated,180,,viz_sex,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",table_total,Women - Mean total cholesterol,Total,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Women,2015,Lower Bound,176.4,,,,table_total,Women - Mean total cholesterol,Total,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex,Women,2015,Upper Bound,183.6,,,,table_total,Women - Mean total cholesterol,Total,8.603
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 18-29,2015,Estimated,150.1,,viz_men_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Men 18-29 - Mean total cholesterol,Men,7.898
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 18-29,2015,Lower Bound,143.5,,,,,Men 18-29 - Mean total cholesterol,Men,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 18-29,2015,Upper Bound,156.8,,,,,Men 18-29 - Mean total cholesterol,Men,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 30-49,2015,Estimated,174.3,,viz_men_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Men 30-49 - Mean total cholesterol,Men,7.898
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 30-49,2015,Lower Bound,169.5,,,,,Men 30-49 - Mean total cholesterol,Men,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 30-49,2015,Upper Bound,179.2,,,,,Men 30-49 - Mean total cholesterol,Men,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 50-69,2015,Estimated,176,,viz_men_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Men 50-69 - Mean total cholesterol,Men,7.898
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 50-69,2015,Lower Bound,171.1,,,,,Men 50-69 - Mean total cholesterol,Men,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men 50-69,2015,Upper Bound,180.9,,,,,Men 50-69 - Mean total cholesterol,Men,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men  18-69,2015,Estimated,166.7,,viz_men_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Men  18-69 - Mean total cholesterol,Men,7.898
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men  18-69,2015,Lower Bound,163,,,,,Men  18-69 - Mean total cholesterol,Men,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Men  18-69,2015,Upper Bound,170.4,,,,,Men  18-69 - Mean total cholesterol,Men,6.28
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Women 18-29,2015,Estimated,164.9,,viz_women_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Women 18-29 - Mean total cholesterol,Women,7.435
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Women 18-29,2015,Lower Bound,158.2,,,,,Women 18-29 - Mean total cholesterol,Women,7.898
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Women 18-29,2015,Upper Bound,171.6,,,,,Women 18-29 - Mean total cholesterol,Women,8.937
"Mean total cholesterol, including those currently on medication for raised cholesterol (mg/dl)",Mean total cholesterol,Sex by Age,Women 30-49,2015,Estimated,176.6,,viz_women_age,"Mean total cholesterol, including those currently on medication for raised cholesterol (mmol/L or mg/dl)",,Women 30-49 - Mean total cholesterol,Women,7.435
