Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average BMI (kg/m2),Average BMI,Sex by Age,Men 30-49,2015,Estimated,22.4,,viz_men_age,Average BMI (kg/m2),,Men 30-49 - Average BMI,Men,3.035
Average BMI (kg/m2),Average BMI,Sex by Age,Men 30-49,2015,Lower Bound,22.1,,,,,Men 30-49 - Average BMI,Men,11.49
Average BMI (kg/m2),Average BMI,Sex by Age,Men 30-49,2015,Upper Bound,22.7,,,,,Men 30-49 - Average BMI,Men,4.436
Average BMI (kg/m2),Average BMI,Sex by Age,Men 50-69,2015,Estimated,22.3,,viz_men_age,Average BMI (kg/m2),,Men 50-69 - Average BMI,Men,3.035
Average BMI (kg/m2),Average BMI,Sex by Age,Men 50-69,2015,Lower Bound,22,,,,,Men 50-69 - Average BMI,Men,11.49
Average BMI (kg/m2),Average BMI,Sex by Age,Men 50-69,2015,Upper Bound,22.6,,,,,Men 50-69 - Average BMI,Men,4.436
Average BMI (kg/m2),Average BMI,Sex by Age,Men  18-69,2015,Estimated,22,,viz_men_age,Average BMI (kg/m2),,Men  18-69 - Average BMI,Men,3.035
Average BMI (kg/m2),Average BMI,Sex by Age,Men  18-69,2015,Lower Bound,21.8,,,,,Men  18-69 - Average BMI,Men,11.49
Average BMI (kg/m2),Average BMI,Sex by Age,Men  18-69,2015,Upper Bound,22.3,,,,,Men  18-69 - Average BMI,Men,4.436
Average BMI (kg/m2),Average BMI,Sex by Age,Women 18-29,2015,Estimated,20.7,,viz_women_age,Average BMI (kg/m2),,Women 18-29 - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Age,Women 18-29,2015,Lower Bound,20.3,,,,,Women 18-29 - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Age,Women 18-29,2015,Upper Bound,21.2,,,,,Women 18-29 - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Sex by Age,Women 30-49,2015,Estimated,22.4,,viz_women_age,Average BMI (kg/m2),,Women 30-49 - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Age,Women 30-49,2015,Lower Bound,22.1,,,,,Women 30-49 - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Age,Women 30-49,2015,Upper Bound,22.7,,,,,Women 30-49 - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Sex by Age,Women 50-69,2015,Estimated,22.7,,viz_women_age,Average BMI (kg/m2),,Women 50-69 - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Age,Women 50-69,2015,Lower Bound,22.4,,,,,Women 50-69 - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Age,Women 50-69,2015,Upper Bound,23.1,,,,,Women 50-69 - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Sex by Age,Women  18-69,2015,Estimated,22,,viz_women_age,Average BMI (kg/m2),,Women  18-69 - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Age,Women  18-69,2015,Lower Bound,21.8,,,,,Women  18-69 - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Age,Women  18-69,2015,Upper Bound,22.8,,,,,Women  18-69 - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Men,2015,Estimated,21.7,,viz_sex_area,Average BMI (kg/m2),,Rural Men - Average BMI,Men,3.035
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Men,2015,Lower Bound,21.4,,,,,Rural Men - Average BMI,Men,11.49
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Men,2015,Upper Bound,21.9,,,,,Rural Men - Average BMI,Men,4.436
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Women,2015,Estimated,21.7,,viz_sex_area,Average BMI (kg/m2),,Rural Women - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Women,2015,Lower Bound,21.4,,,,,Rural Women - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Area,Rural Women,2015,Upper Bound,22,,,,,Rural Women - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Men,2015,Estimated,22.7,,viz_sex_area,Average BMI (kg/m2),,Urban Men - Average BMI,Men,3.035
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Men,2015,Lower Bound,22.3,,,,,Urban Men - Average BMI,Men,11.49
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Men,2015,Upper Bound,23.2,,,,,Urban Men - Average BMI,Men,4.436
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Women,2015,Estimated,22.4,,viz_sex_area,Average BMI (kg/m2),,Urban Women - Average BMI,Women,9.583
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Women,2015,Lower Bound,22.1,,,,,Urban Women - Average BMI,Women,6.084
Average BMI (kg/m2),Average BMI,Sex by Area,Urban Women,2015,Upper Bound,22.8,,,,,Urban Women - Average BMI,Women,7.294
Average BMI (kg/m2),Average BMI,Total,Total,2015,Estimated,22,,viz_total,Average BMI (kg/m2),table_total,1.Total - Average BMI,,
Average BMI (kg/m2),Average BMI,Total,Total,2015,Lower Bound,21.8,,,,table_total,1.Total - Average BMI,,
Average BMI (kg/m2),Average BMI,Total,Total,2015,Upper Bound,22.2,,,,table_total,1.Total - Average BMI,,
Average height (cm),Average height,Age,18-29,2015,Estimated,158.9,,viz_age,Average height (cm),,18-29 - Average height,Total,9.583
Average height (cm),Average height,Age,18-29,2015,Lower Bound,158,,,,,18-29 - Average height,Total,6.084
Average height (cm),Average height,Age,18-29,2015,Upper Bound,159.8,,,,,18-29 - Average height,Total,7.294
Average height (cm),Average height,Age,30-49,2015,Estimated,157.2,,viz_age,Average height (cm),,30-49 - Average height,Total,9.583
Average height (cm),Average height,Age,30-49,2015,Lower Bound,156.7,,,,,30-49 - Average height,Total,6.084
Average height (cm),Average height,Age,30-49,2015,Upper Bound,157.8,,,,,30-49 - Average height,Total,7.294
Average height (cm),Average height,Age,50-69,2015,Estimated,156.1,,viz_age,Average height (cm),,50-69 - Average height,Total,9.583
Average height (cm),Average height,Age,50-69,2015,Lower Bound,155.5,,,,,50-69 - Average height,Total,6.084
Average height (cm),Average height,Age,50-69,2015,Upper Bound,156.7,,,,,50-69 - Average height,Total,7.294
Average height (cm),Average height,Age, 18-69,2015,Estimated,157.5,,viz_age,Average height (cm),, 18-69 - Average height,Total,9.583
Average height (cm),Average height,Age, 18-69,2015,Lower Bound,157.1,,,,, 18-69 - Average height,Total,6.084
Average height (cm),Average height,Age, 18-69,2015,Upper Bound,157.9,,,,, 18-69 - Average height,Total,7.294
Average height (cm),Average height,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average height (cm),,Rural 18-29 - Average height,Rural,1.995
Average height (cm),Average height,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average height,Rural,7.088
Average height (cm),Average height,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average height,Rural,9.583
Average height (cm),Average height,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average height (cm),,Rural 30-49 - Average height,Rural,1.995
Average height (cm),Average height,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average height,Rural,7.088
Average height (cm),Average height,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average height,Rural,9.583
Average height (cm),Average height,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average height (cm),,Rural 50-69 - Average height,Rural,1.995
Average height (cm),Average height,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average height,Rural,7.088
Average height (cm),Average height,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average height,Rural,9.583
Average height (cm),Average height,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average height (cm),,Rural  18-69 - Average height,Rural,1.995
Average height (cm),Average height,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average height,Rural,7.088
Average height (cm),Average height,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average height,Rural,7.088
Average height (cm),Average height,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average height (cm),,Urban 18-29 - Average height,Urban,6.084
Average height (cm),Average height,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average height,Urban,7.294
Average height (cm),Average height,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average height,Urban,3.035
Average height (cm),Average height,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average height (cm),,Urban 30-49 - Average height,Urban,6.084
Average height (cm),Average height,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average height,Urban,7.294
Average height (cm),Average height,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average height,Urban,3.035
Average height (cm),Average height,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,Average height (cm),,Urban 50-69 - Average height,Urban,6.084
Average height (cm),Average height,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Average height,Urban,7.294
Average height (cm),Average height,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Average height,Urban,3.035
Average height (cm),Average height,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,Average height (cm),,Urban  18-69 - Average height,Urban,6.084
Average height (cm),Average height,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average height,Urban,7.294
Average height (cm),Average height,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average height,Urban,3.035
Average height (cm),Average height,Area,Rural,2015,Estimated,157.2,,viz_area,Average height (cm),,Rural - Average height,Total,9.583
Average height (cm),Average height,Area,Rural,2015,Lower Bound,156.6,,,,,Rural - Average height,Total,6.084
Average height (cm),Average height,Area,Rural,2015,Upper Bound,157.7,,,,,Rural - Average height,Total,7.294
Average height (cm),Average height,Area,Urban,2015,Estimated,157.6,,viz_area,Average height (cm),,Urban - Average height,Total,9.583
Average height (cm),Average height,Area,Urban,2015,Lower Bound,157,,,,,Urban - Average height,Total,6.084
Average height (cm),Average height,Area,Urban,2015,Upper Bound,158.3,,,,,Urban - Average height,Total,7.294
Average height (cm),Average height,Sex,Men,2015,Estimated,162.4,,viz_sex,Average height (cm),table_total,Men - Average height,Total,9.583
Average height (cm),Average height,Sex,Men,2015,Lower Bound,162,,,,table_total,Men - Average height,Total,6.084
Average height (cm),Average height,Sex,Men,2015,Upper Bound,162.9,,,,table_total,Men - Average height,Total,7.294
Average height (cm),Average height,Sex,Women,2015,Estimated,152.6,,viz_sex,Average height (cm),table_total,Women - Average height,Total,9.583
Average height (cm),Average height,Sex,Women,2015,Lower Bound,152.2,,,,table_total,Women - Average height,Total,6.084
Average height (cm),Average height,Sex,Women,2015,Upper Bound,153,,,,table_total,Women - Average height,Total,7.294
Average height (cm),Average height,Sex by Age,Men 18-29,2015,Estimated,163.7,,viz_men_age,Average height (cm),,Men 18-29 - Average height,Men,4.341
Average height (cm),Average height,Sex by Age,Men 18-29,2015,Lower Bound,162.8,,,,,Men 18-29 - Average height,Men,1.995
Average height (cm),Average height,Sex by Age,Men 18-29,2015,Upper Bound,164.6,,,,,Men 18-29 - Average height,Men,7.088
Average height (cm),Average height,Sex by Age,Men 30-49,2015,Estimated,162,,viz_men_age,Average height (cm),,Men 30-49 - Average height,Men,4.341
Average height (cm),Average height,Sex by Age,Men 30-49,2015,Lower Bound,161.4,,,,,Men 30-49 - Average height,Men,1.995
Average height (cm),Average height,Sex by Age,Men 30-49,2015,Upper Bound,162.6,,,,,Men 30-49 - Average height,Men,7.088
Average height (cm),Average height,Sex by Age,Men 50-69,2015,Estimated,161.4,,viz_men_age,Average height (cm),,Men 50-69 - Average height,Men,4.341
Average height (cm),Average height,Sex by Age,Men 50-69,2015,Lower Bound,160.8,,,,,Men 50-69 - Average height,Men,1.995
Average height (cm),Average height,Sex by Age,Men 50-69,2015,Upper Bound,162.1,,,,,Men 50-69 - Average height,Men,7.088
Average height (cm),Average height,Sex by Age,Men  18-69,2015,Estimated,162.4,,viz_men_age,Average height (cm),,Men  18-69 - Average height,Men,4.341
Average height (cm),Average height,Sex by Age,Men  18-69,2015,Lower Bound,162,,,,,Men  18-69 - Average height,Men,1.995
Average height (cm),Average height,Sex by Age,Men  18-69,2015,Upper Bound,162.9,,,,,Men  18-69 - Average height,Men,7.088
Average height (cm),Average height,Sex by Age,Women 18-29,2015,Estimated,154.2,,viz_women_age,Average height (cm),,Women 18-29 - Average height,Women,4.436
Average height (cm),Average height,Sex by Age,Women 18-29,2015,Lower Bound,153.3,,,,,Women 18-29 - Average height,Women,1.055
Average height (cm),Average height,Sex by Age,Women 18-29,2015,Upper Bound,155.1,,,,,Women 18-29 - Average height,Women,8.957
Average height (cm),Average height,Sex by Age,Women 30-49,2015,Estimated,152.5,,viz_women_age,Average height (cm),,Women 30-49 - Average height,Women,4.436
Average height (cm),Average height,Sex by Age,Women 30-49,2015,Lower Bound,152,,,,,Women 30-49 - Average height,Women,1.055
Average height (cm),Average height,Sex by Age,Women 30-49,2015,Upper Bound,153,,,,,Women 30-49 - Average height,Women,8.957
Average height (cm),Average height,Sex by Age,Women 50-69,2015,Estimated,150.9,,viz_women_age,Average height (cm),,Women 50-69 - Average height,Women,4.436
Average height (cm),Average height,Sex by Age,Women 50-69,2015,Lower Bound,150.3,,,,,Women 50-69 - Average height,Women,1.055
Average height (cm),Average height,Sex by Age,Women 50-69,2015,Upper Bound,151.4,,,,,Women 50-69 - Average height,Women,8.957
Average height (cm),Average height,Sex by Age,Women  18-69,2015,Estimated,152.6,,viz_women_age,Average height (cm),,Women  18-69 - Average height,Women,4.436
Average height (cm),Average height,Sex by Age,Women  18-69,2015,Lower Bound,152.2,,,,,Women  18-69 - Average height,Women,1.055
Average height (cm),Average height,Sex by Age,Women  18-69,2015,Upper Bound,153,,,,,Women  18-69 - Average height,Women,8.957
Average height (cm),Average height,Sex by Area,Rural Men,2015,Estimated,162.1,,viz_sex_area,Average height (cm),,Rural Men - Average height,Men,4.341
Average height (cm),Average height,Sex by Area,Rural Men,2015,Lower Bound,161.6,,,,,Rural Men - Average height,Men,1.995
Average height (cm),Average height,Sex by Area,Rural Men,2015,Upper Bound,162.7,,,,,Rural Men - Average height,Men,7.088
Average height (cm),Average height,Sex by Area,Rural Women,2015,Estimated,152.3,,viz_sex_area,Average height (cm),,Rural Women - Average height,Women,4.436
Average height (cm),Average height,Sex by Area,Rural Women,2015,Lower Bound,151.7,,,,,Rural Women - Average height,Women,1.055
Average height (cm),Average height,Sex by Area,Rural Women,2015,Upper Bound,152.8,,,,,Rural Women - Average height,Women,8.957
Average height (cm),Average height,Sex by Area,Urban Men,2015,Estimated,163,,viz_sex_area,Average height (cm),,Urban Men - Average height,Men,4.341
Average height (cm),Average height,Sex by Area,Urban Men,2015,Lower Bound,162.3,,,,,Urban Men - Average height,Men,1.995
Average height (cm),Average height,Sex by Area,Urban Men,2015,Upper Bound,163.8,,,,,Urban Men - Average height,Men,7.088
Average height (cm),Average height,Sex by Area,Urban Women,2015,Estimated,153.1,,viz_sex_area,Average height (cm),,Urban Women - Average height,Women,4.436
Average height (cm),Average height,Sex by Area,Urban Women,2015,Lower Bound,152.6,,,,,Urban Women - Average height,Women,1.055
Average height (cm),Average height,Sex by Area,Urban Women,2015,Upper Bound,153.7,,,,,Urban Women - Average height,Women,8.957
Average height (cm),Average height,Total,Total,2015,Estimated,157.5,,viz_total,Average height (cm),table_total,1.Total - Average height,,
Average height (cm),Average height,Total,Total,2015,Lower Bound,157.1,,,,table_total,1.Total - Average height,,
Average height (cm),Average height,Total,Total,2015,Upper Bound,157.9,,,,table_total,1.Total - Average height,,
Average hip circumference (cm),Average hip circumference,Age,18-29,2015,Estimated,89,,viz_age,Average hip circumference (cm),,18-29 - Average hip circumference,Total,6.084
Average hip circumference (cm),Average hip circumference,Age,18-29,2015,Lower Bound,87.9,,,,,18-29 - Average hip circumference,Total,7.294
Average hip circumference (cm),Average hip circumference,Age,18-29,2015,Upper Bound,90.1,,,,,18-29 - Average hip circumference,Total,3.035
Average hip circumference (cm),Average hip circumference,Age,30-49,2015,Estimated,91,,viz_age,Average hip circumference (cm),,30-49 - Average hip circumference,Total,6.084
Average hip circumference (cm),Average hip circumference,Age,30-49,2015,Lower Bound,90.4,,,,,30-49 - Average hip circumference,Total,7.294
Average hip circumference (cm),Average hip circumference,Age,30-49,2015,Upper Bound,91.5,,,,,30-49 - Average hip circumference,Total,3.035
Average hip circumference (cm),Average hip circumference,Age,50-69,2015,Estimated,90.9,,viz_age,Average hip circumference (cm),,50-69 - Average hip circumference,Total,6.084
Average hip circumference (cm),Average hip circumference,Age,50-69,2015,Lower Bound,90.2,,,,,50-69 - Average hip circumference,Total,7.294
Average hip circumference (cm),Average hip circumference,Age,50-69,2015,Upper Bound,91.7,,,,,50-69 - Average hip circumference,Total,3.035
Average hip circumference (cm),Average hip circumference,Age, 18-69,2015,Estimated,90.3,,viz_age,Average hip circumference (cm),, 18-69 - Average hip circumference,Total,6.084
Average hip circumference (cm),Average hip circumference,Age, 18-69,2015,Lower Bound,89.8,,,,, 18-69 - Average hip circumference,Total,7.294
Average hip circumference (cm),Average hip circumference,Age, 18-69,2015,Upper Bound,90.8,,,,, 18-69 - Average hip circumference,Total,3.035
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Rural 18-29 - Average hip circumference,Rural,7.088
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average hip circumference,Rural,9.583
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average hip circumference,Rural,6.084
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Rural 30-49 - Average hip circumference,Rural,7.088
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average hip circumference,Rural,9.583
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average hip circumference,Rural,6.084
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Rural 50-69 - Average hip circumference,Rural,7.088
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average hip circumference,Rural,9.583
Average hip circumference (cm),Average hip circumference,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average hip circumference,Rural,6.084
Average hip circumference (cm),Average hip circumference,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Rural  18-69 - Average hip circumference,Rural,7.088
Average hip circumference (cm),Average hip circumference,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average hip circumference,Rural,9.583
Average hip circumference (cm),Average hip circumference,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average hip circumference,Rural,9.583
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Urban 18-29 - Average hip circumference,Urban,7.294
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average hip circumference,Urban,3.035
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average hip circumference,Urban,11.49
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average hip circumference (cm),,Urban 30-49 - Average hip circumference,Urban,7.294
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average hip circumference,Urban,3.035
Average hip circumference (cm),Average hip circumference,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average hip circumference,Urban,11.49
