Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 35-44,2015,Lower Bound,,,,,,Urban 35-44 - Average age,Urban,4.9
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 35-44,2015,Upper Bound,,,,,,Urban 35-44 - Average age,Urban,10.75
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 45-54,2015,Estimated,,,viz_age_area,Average age of smoking initiation among daily smokers,,Urban 45-54 - Average age,Urban,5.292
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 45-54,2015,Lower Bound,,,,,,Urban 45-54 - Average age,Urban,4.9
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 45-54,2015,Upper Bound,,,,,,Urban 45-54 - Average age,Urban,10.75
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 55-64,2015,Estimated,,,viz_age_area,Average age of smoking initiation among daily smokers,,Urban 55-64 - Average age,Urban,5.292
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 55-64,2015,Lower Bound,,,,,,Urban 55-64 - Average age,Urban,4.9
Average age of smoking initiation among daily smokers,Average age,Age by Area,Urban 55-64,2015,Upper Bound,,,,,,Urban 55-64 - Average age,Urban,10.75
Average age of smoking initiation among daily smokers,Average age,Area,Rural,2015,Estimated,17.48,,viz_area,Average age of smoking initiation among daily smokers,,Rural - Average age,Total,2.983
Average age of smoking initiation among daily smokers,Average age,Area,Rural,2015,Lower Bound,17.29,,,,,Rural - Average age,Total,11.59
Average age of smoking initiation among daily smokers,Average age,Area,Rural,2015,Upper Bound,17.77,,,,,Rural - Average age,Total,9.727
Average age of smoking initiation among daily smokers,Average age,Area,Urban,2015,Estimated,19.32,,viz_area,Average age of smoking initiation among daily smokers,,Urban - Average age,Total,2.983
Average age of smoking initiation among daily smokers,Average age,Area,Urban,2015,Lower Bound,19.11,,,,,Urban - Average age,Total,11.59
Average age of smoking initiation among daily smokers,Average age,Area,Urban,2015,Upper Bound,19.64,,,,,Urban - Average age,Total,9.727
Average age of smoking initiation among daily smokers,Average age,Sex,Men,2015,Estimated,18.3,,viz_sex,Average age of smoking initiation among daily smokers,table_total,Men - Average age,Total,2.983
Average age of smoking initiation among daily smokers,Average age,Sex,Men,2015,Lower Bound,18.1,,,,table_total,Men - Average age,Total,11.59
Average age of smoking initiation among daily smokers,Average age,Sex,Men,2015,Upper Bound,18.6,,,,table_total,Men - Average age,Total,9.727
Average age of smoking initiation among daily smokers,Average age,Sex,Women,2015,Estimated,23.5,,viz_sex,Average age of smoking initiation among daily smokers,table_total,Women - Average age,Total,2.983
Average age of smoking initiation among daily smokers,Average age,Sex,Women,2015,Lower Bound,20.1,,,,table_total,Women - Average age,Total,11.59
Average age of smoking initiation among daily smokers,Average age,Sex,Women,2015,Upper Bound,23.9,,,,table_total,Women - Average age,Total,9.727
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 25-34,2015,Estimated,17.8,,viz_men_age,Average age of smoking initiation among daily smokers,,Men 25-34 - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 25-34,2015,Lower Bound,17.4,,,,,Men 25-34 - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 25-34,2015,Upper Bound,18.1,,,,,Men 25-34 - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 35-44,2015,Estimated,18.7,,viz_men_age,Average age of smoking initiation among daily smokers,,Men 35-44 - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 35-44,2015,Lower Bound,18.3,,,,,Men 35-44 - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 35-44,2015,Upper Bound,19.1,,,,,Men 35-44 - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 45-54,2015,Estimated,18.4,,viz_men_age,Average age of smoking initiation among daily smokers,,Men 45-54 - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 45-54,2015,Lower Bound,17.9,,,,,Men 45-54 - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 45-54,2015,Upper Bound,18.9,,,,,Men 45-54 - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 55-64,2015,Estimated,18.2,,viz_men_age,Average age of smoking initiation among daily smokers,,Men 55-64 - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 55-64,2015,Lower Bound,17.5,,,,,Men 55-64 - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Men 55-64,2015,Upper Bound,18.9,,,,,Men 55-64 - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 25-34,2015,Estimated,19.3,,viz_women_age,Average age of smoking initiation among daily smokers,,Women 25-34 - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 25-34,2015,Lower Bound,16,,,,,Women 25-34 - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 25-34,2015,Upper Bound,22.5,,,,,Women 25-34 - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 35-44,2015,Estimated,24.3,,viz_women_age,Average age of smoking initiation among daily smokers,,Women 35-44 - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 35-44,2015,Lower Bound,20.7,,,,,Women 35-44 - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 35-44,2015,Upper Bound,28,,,,,Women 35-44 - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 45-54,2015,Estimated,17.8,,viz_women_age,Average age of smoking initiation among daily smokers,,Women 45-54 - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 45-54,2015,Lower Bound,12.4,,,,,Women 45-54 - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 45-54,2015,Upper Bound,23.1,,,,,Women 45-54 - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 55-64,2015,Estimated,34.3,,viz_women_age,Average age of smoking initiation among daily smokers,,Women 55-64 - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 55-64,2015,Lower Bound,24.3,,,,,Women 55-64 - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Age,Women 55-64,2015,Upper Bound,44.4,,,,,Women 55-64 - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average age of smoking initiation among daily smokers,,Rural Men - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average age of smoking initiation among daily smokers,,Rural Women - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average age of smoking initiation among daily smokers,,Urban Men - Average age,Men,2.448
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average age,Men,2.331
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average age,Men,8.653
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average age of smoking initiation among daily smokers,,Urban Women - Average age,Women,4.84
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average age,Women,6.02
Average age of smoking initiation among daily smokers,Average age,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average age,Women,6.752
Average age of smoking initiation among daily smokers,Average age,Total,Total,2015,Estimated,18.4,,viz_total,Average age of smoking initiation among daily smokers,table_total,1.Total - Average age,,
Average age of smoking initiation among daily smokers,Average age,Total,Total,2015,Lower Bound,18.2,,,,table_total,1.Total - Average age,,
Average age of smoking initiation among daily smokers,Average age,Total,Total,2015,Upper Bound,18.7,,,,table_total,1.Total - Average age,,
Average number of daily uses of other tobacco products,Biri,Age,25-34,2015,Estimated,12.3,,viz_age,Average number of daily uses of other tobacco products,,"25-34 - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Age,25-34,2015,Lower Bound,11.1,,,,,"25-34 - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Age,25-34,2015,Upper Bound,13.4,,,,,"25-34 - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Age,35-44,2015,Estimated,14.4,,viz_age,Average number of daily uses of other tobacco products,,"35-44 - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Age,35-44,2015,Lower Bound,13.3,,,,,"35-44 - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Age,35-44,2015,Upper Bound,15.6,,,,,"35-44 - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Age,45-54,2015,Estimated,13.1,,viz_age,Average number of daily uses of other tobacco products,,"45-54 - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Age,45-54,2015,Lower Bound,12.1,,,,,"45-54 - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Age,45-54,2015,Upper Bound,14.1,,,,,"45-54 - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Age,55-64,2015,Estimated,11.9,,viz_age,Average number of daily uses of other tobacco products,,"55-64 - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Age,55-64,2015,Lower Bound,10.7,,,,,"55-64 - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Age,55-64,2015,Upper Bound,13.2,,,,,"55-64 - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Rural 25-34 - Cigars, cigarillos",Rural,7.65
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 25-34,2015,Lower Bound,,,,,,"Rural 25-34 - Cigars, cigarillos",Rural,4.378
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 25-34,2015,Upper Bound,,,,,,"Rural 25-34 - Cigars, cigarillos",Rural,4.15
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Rural 35-44 - Cigars, cigarillos",Rural,7.65
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 35-44,2015,Lower Bound,,,,,,"Rural 35-44 - Cigars, cigarillos",Rural,4.378
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 35-44,2015,Upper Bound,,,,,,"Rural 35-44 - Cigars, cigarillos",Rural,4.15
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Rural 45-54 - Cigars, cigarillos",Rural,7.65
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 45-54,2015,Lower Bound,,,,,,"Rural 45-54 - Cigars, cigarillos",Rural,4.378
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 45-54,2015,Upper Bound,,,,,,"Rural 45-54 - Cigars, cigarillos",Rural,4.15
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Rural 55-64 - Cigars, cigarillos",Rural,7.65
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,"Rural 55-64 - Cigars, cigarillos",Rural,4.378
Average number of daily uses of other tobacco products,Biri,Age by Area,Rural 55-64,2015,Lower Bound,,,,,,"Rural 55-64 - Cigars, cigarillos",Rural,4.378
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 25-34,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Urban 25-34 - Cigars, cigarillos",Urban,3.858
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 25-34,2015,Lower Bound,,,,,,"Urban 25-34 - Cigars, cigarillos",Urban,7.139
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 25-34,2015,Upper Bound,,,,,,"Urban 25-34 - Cigars, cigarillos",Urban,9.873
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 35-44,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Urban 35-44 - Cigars, cigarillos",Urban,3.858
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 35-44,2015,Lower Bound,,,,,,"Urban 35-44 - Cigars, cigarillos",Urban,7.139
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 35-44,2015,Upper Bound,,,,,,"Urban 35-44 - Cigars, cigarillos",Urban,9.873
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 45-54,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Urban 45-54 - Cigars, cigarillos",Urban,3.858
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 45-54,2015,Lower Bound,,,,,,"Urban 45-54 - Cigars, cigarillos",Urban,7.139
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 45-54,2015,Upper Bound,,,,,,"Urban 45-54 - Cigars, cigarillos",Urban,9.873
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 55-64,2015,Estimated,,,viz_age_area,Average number of daily uses of other tobacco products,,"Urban 55-64 - Cigars, cigarillos",Urban,3.858
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 55-64,2015,Lower Bound,,,,,,"Urban 55-64 - Cigars, cigarillos",Urban,7.139
Average number of daily uses of other tobacco products,Biri,Age by Area,Urban 55-64,2015,Upper Bound,,,,,,"Urban 55-64 - Cigars, cigarillos",Urban,9.873
Average number of daily uses of other tobacco products,Biri,Area,Rural,2015,Estimated,12.16,,viz_area,Average number of daily uses of other tobacco products,,"Rural - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Area,Rural,2015,Lower Bound,11.69,,,,,"Rural - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Area,Rural,2015,Upper Bound,12.73,,,,,"Rural - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Area,Urban,2015,Estimated,13.44,,viz_area,Average number of daily uses of other tobacco products,,"Urban - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Area,Urban,2015,Lower Bound,12.92,,,,,"Urban - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Area,Urban,2015,Upper Bound,14.07,,,,,"Urban - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Sex,Men,2015,Estimated,13.1,,viz_sex,Average number of daily uses of other tobacco products,table_total,"Men - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Sex,Men,2015,Lower Bound,12.6,,,,table_total,"Men - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Sex,Men,2015,Upper Bound,13.7,,,,table_total,"Men - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Sex,Women,2015,Estimated,5.5,,viz_sex,Average number of daily uses of other tobacco products,table_total,"Women - Cigars, cigarillos",Total,4.15
Average number of daily uses of other tobacco products,Biri,Sex,Women,2015,Lower Bound,3.9,,,,table_total,"Women - Cigars, cigarillos",Total,1.794
Average number of daily uses of other tobacco products,Biri,Sex,Women,2015,Upper Bound,7.1,,,,table_total,"Women - Cigars, cigarillos",Total,1.793
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 25-34,2015,Estimated,12.4,,viz_men_age,Average number of daily uses of other tobacco products,,"Men 25-34 - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 25-34,2015,Lower Bound,11.3,,,,,"Men 25-34 - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 25-34,2015,Upper Bound,13.6,,,,,"Men 25-34 - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 35-44,2015,Estimated,14.6,,viz_men_age,Average number of daily uses of other tobacco products,,"Men 35-44 - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 35-44,2015,Lower Bound,13.5,,,,,"Men 35-44 - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 35-44,2015,Upper Bound,15.8,,,,,"Men 35-44 - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 45-54,2015,Estimated,13.4,,viz_men_age,Average number of daily uses of other tobacco products,,"Men 45-54 - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 45-54,2015,Lower Bound,12.4,,,,,"Men 45-54 - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 45-54,2015,Upper Bound,14.4,,,,,"Men 45-54 - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 55-64,2015,Estimated,12.3,,viz_men_age,Average number of daily uses of other tobacco products,,"Men 55-64 - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 55-64,2015,Lower Bound,11,,,,,"Men 55-64 - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Age,Men 55-64,2015,Upper Bound,13.6,,,,,"Men 55-64 - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 25-34,2015,Estimated,3.7,,viz_women_age,Average number of daily uses of other tobacco products,,"Women 25-34 - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 25-34,2015,Lower Bound,3.1,,,,,"Women 25-34 - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 25-34,2015,Upper Bound,4.2,,,,,"Women 25-34 - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 35-44,2015,Estimated,4,,viz_women_age,Average number of daily uses of other tobacco products,,"Women 35-44 - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 35-44,2015,Lower Bound,2.9,,,,,"Women 35-44 - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 35-44,2015,Upper Bound,5.1,,,,,"Women 35-44 - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 45-54,2015,Estimated,7.1,,viz_women_age,Average number of daily uses of other tobacco products,,"Women 45-54 - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 45-54,2015,Lower Bound,3.3,,,,,"Women 45-54 - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 45-54,2015,Upper Bound,11,,,,,"Women 45-54 - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 55-64,2015,Estimated,4.3,,viz_women_age,Average number of daily uses of other tobacco products,,"Women 55-64 - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 55-64,2015,Lower Bound,1.9,,,,,"Women 55-64 - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Age,Women 55-64,2015,Upper Bound,6.7,,,,,"Women 55-64 - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of other tobacco products,,"Rural Men - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Men,2015,Lower Bound,,,,,,"Rural Men - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Men,2015,Upper Bound,,,,,,"Rural Men - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of other tobacco products,,"Rural Women - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Women,2015,Lower Bound,,,,,,"Rural Women - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Area,Rural Women,2015,Upper Bound,,,,,,"Rural Women - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average number of daily uses of other tobacco products,,"Urban Men - Cigars, cigarillos",Men,7.076
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Men,2015,Lower Bound,,,,,,"Urban Men - Cigars, cigarillos",Men,6.77
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Men,2015,Upper Bound,,,,,,"Urban Men - Cigars, cigarillos",Men,11.33
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average number of daily uses of other tobacco products,,"Urban Women - Cigars, cigarillos",Women,5.932
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Women,2015,Lower Bound,,,,,,"Urban Women - Cigars, cigarillos",Women,12.67
Average number of daily uses of other tobacco products,Biri,Sex by Area,Urban Women,2015,Upper Bound,,,,,,"Urban Women - Cigars, cigarillos",Women,7.07
Average number of daily uses of other tobacco products,Biri,Total,Total,2015,Estimated,12.8,,viz_total,Average number of daily uses of other tobacco products,table_total,"1.Total - Cigars, cigarillos",,
Average number of daily uses of other tobacco products,Biri,Total,Total,2015,Lower Bound,12.3,,,,table_total,"1.Total - Cigars, cigarillos",,
Average number of daily uses of other tobacco products,Biri,Total,Total,2015,Upper Bound,13.4,,,,table_total,"1.Total - Cigars, cigarillos",,
Average number of daily uses of other tobacco products,Others,Age,25-34,2015,Estimated,1.5,,viz_age,Average number of daily uses of other tobacco products,,25-34 - Others,Total,4.266
Average number of daily uses of other tobacco products,Others,Age,25-34,2015,Lower Bound,1.3,,,,,25-34 - Others,Total,7.5
Average number of daily uses of other tobacco products,Others,Age,25-34,2015,Upper Bound,1.7,,,,,25-34 - Others,Total,7.076
Average number of daily uses of other tobacco products,Others,Age,35-44,2015,Estimated,1.5,,viz_age,Average number of daily uses of other tobacco products,,35-44 - Others,Total,4.266
Average number of daily uses of other tobacco products,Others,Age,35-44,2015,Lower Bound,1.3,,,,,35-44 - Others,Total,7.5
