Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 18-29,2015,Estimated,8.7,,viz_men_age,Average maximum number of standard drinks consumed on one occasion,,Men 18-29 - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 18-29,2015,Lower Bound,7.8,,,,,Men 18-29 - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 18-29,2015,Upper Bound,9.7,,,,,Men 18-29 - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 30-49,2015,Estimated,8.6,,viz_men_age,Average maximum number of standard drinks consumed on one occasion,,Men 30-49 - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 30-49,2015,Lower Bound,7.9,,,,,Men 30-49 - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 30-49,2015,Upper Bound,9.2,,,,,Men 30-49 - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 50-69,2015,Estimated,6,,viz_men_age,Average maximum number of standard drinks consumed on one occasion,,Men 50-69 - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 50-69,2015,Lower Bound,5.4,,,,,Men 50-69 - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men 50-69,2015,Upper Bound,6.6,,,,,Men 50-69 - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men  18-69,2015,Estimated,8.1,,viz_men_age,Average maximum number of standard drinks consumed on one occasion,,Men  18-69 - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men  18-69,2015,Lower Bound,7.6,,,,,Men  18-69 - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Men  18-69,2015,Upper Bound,8.6,,,,,Men  18-69 - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 18-29,2015,Estimated,4,,viz_women_age,Average maximum number of standard drinks consumed on one occasion,,Women 18-29 - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 18-29,2015,Lower Bound,2.3,,,,,Women 18-29 - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 18-29,2015,Upper Bound,5.6,,,,,Women 18-29 - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 30-49,2015,Estimated,2.4,,viz_women_age,Average maximum number of standard drinks consumed on one occasion,,Women 30-49 - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 30-49,2015,Lower Bound,2,,,,,Women 30-49 - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 30-49,2015,Upper Bound,2.7,,,,,Women 30-49 - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 50-69,2015,Estimated,2.9,,viz_women_age,Average maximum number of standard drinks consumed on one occasion,,Women 50-69 - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 50-69,2015,Lower Bound,1.1,,,,,Women 50-69 - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women 50-69,2015,Upper Bound,4.7,,,,,Women 50-69 - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women  18-69,2015,Estimated,2.9,,viz_women_age,Average maximum number of standard drinks consumed on one occasion,,Women  18-69 - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women  18-69,2015,Lower Bound,2.3,,,,,Women  18-69 - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Age,Women  18-69,2015,Upper Bound,3.5,,,,,Women  18-69 - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,Average maximum number of standard drinks consumed on one occasion,,Rural Men - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,Average maximum number of standard drinks consumed on one occasion,,Rural Women - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,Average maximum number of standard drinks consumed on one occasion,,Urban Men - Average maximum drinks per occasion,Men,10.11
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Average maximum drinks per occasion,Men,6.728
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Average maximum drinks per occasion,Men,8.089
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,Average maximum number of standard drinks consumed on one occasion,,Urban Women - Average maximum drinks per occasion,Women,6.323
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Average maximum drinks per occasion,Women,8.235
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Average maximum drinks per occasion,Women,5.104
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Total,Total,2015,Estimated,7.5,,viz_total,Average maximum number of standard drinks consumed on one occasion,table_total,1.Total - Average maximum drinks per occasion,,
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Total,Total,2015,Lower Bound,7,,,,table_total,1.Total - Average maximum drinks per occasion,,
Average maximum number of standard drinks consumed on one occasion,Average maximum drinks per occasion,Total,Total,2015,Upper Bound,7.9,,,,table_total,1.Total - Average maximum drinks per occasion,,
Average number of days of alcohol consumption among current drinkers,Average days,Age,18-29,2015,Estimated,5.3,,viz_age,Average number of days of alcohol consumption among current drinkers,,18-29 - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age,18-29,2015,Lower Bound,4.6,,,,,18-29 - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age,18-29,2015,Upper Bound,6.1,,,,,18-29 - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Age,30-49,2015,Estimated,9.7,,viz_age,Average number of days of alcohol consumption among current drinkers,,30-49 - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age,30-49,2015,Lower Bound,8.6,,,,,30-49 - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age,30-49,2015,Upper Bound,10.9,,,,,30-49 - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Age,50-69,2015,Estimated,14.9,,viz_age,Average number of days of alcohol consumption among current drinkers,,50-69 - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age,50-69,2015,Lower Bound,13,,,,,50-69 - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age,50-69,2015,Upper Bound,16.9,,,,,50-69 - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Age, 18-69,2015,Estimated,9.4,,viz_age,Average number of days of alcohol consumption among current drinkers,, 18-69 - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age, 18-69,2015,Lower Bound,8.6,,,,, 18-69 - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age, 18-69,2015,Upper Bound,10.2,,,,, 18-69 - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Rural 18-29 - Average days,Rural,12.27
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Average days,Rural,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Average days,Rural,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Rural 30-49 - Average days,Rural,12.27
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Average days,Rural,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Average days,Rural,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Rural 50-69 - Average days,Rural,12.27
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Average days,Rural,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Average days,Rural,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Rural  18-69 - Average days,Rural,12.27
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average days,Rural,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Average days,Rural,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Urban 18-29 - Average days,Urban,10.49
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Average days,Urban,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Average days,Urban,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Urban 30-49 - Average days,Urban,10.49
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Average days,Urban,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Average days,Urban,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Urban 50-69 - Average days,Urban,10.49
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Average days,Urban,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Average days,Urban,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,Average number of days of alcohol consumption among current drinkers,,Urban  18-69 - Average days,Urban,10.49
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Average days,Urban,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Average days,Urban,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Area,Rural,2015,Estimated,6.2,,viz_area,Average number of days of alcohol consumption among current drinkers,,Rural - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Area,Rural,2015,Lower Bound,4,,,,,Rural - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Area,Rural,2015,Upper Bound,8.6,,,,,Rural - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Area,Urban,2015,Estimated,12.7,,viz_area,Average number of days of alcohol consumption among current drinkers,,Urban - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Area,Urban,2015,Lower Bound,11.5,,,,,Urban - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Area,Urban,2015,Upper Bound,15.2,,,,,Urban - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Men,2015,Estimated,10.2,,viz_sex,Average number of days of alcohol consumption among current drinkers,table_total,Men - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Men,2015,Lower Bound,9.3,,,,table_total,Men - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Men,2015,Upper Bound,11.1,,,,table_total,Men - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Women,2015,Estimated,3.4,,viz_sex,Average number of days of alcohol consumption among current drinkers,table_total,Women - Average days,Total,5.038
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Women,2015,Lower Bound,2.5,,,,table_total,Women - Average days,Total,10.48
Average number of days of alcohol consumption among current drinkers,Average days,Sex,Women,2015,Upper Bound,4.2,,,,table_total,Women - Average days,Total,6.687
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 18-29,2015,Estimated,5.6,,viz_men_age,Average number of days of alcohol consumption among current drinkers,,Men 18-29 - Average days,Men,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 18-29,2015,Lower Bound,4.8,,,,,Men 18-29 - Average days,Men,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 18-29,2015,Upper Bound,6.4,,,,,Men 18-29 - Average days,Men,5.194
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 30-49,2015,Estimated,10.9,,viz_men_age,Average number of days of alcohol consumption among current drinkers,,Men 30-49 - Average days,Men,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 30-49,2015,Lower Bound,9.5,,,,,Men 30-49 - Average days,Men,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 30-49,2015,Upper Bound,12.2,,,,,Men 30-49 - Average days,Men,5.194
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 50-69,2015,Estimated,15.8,,viz_men_age,Average number of days of alcohol consumption among current drinkers,,Men 50-69 - Average days,Men,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 50-69,2015,Lower Bound,13.8,,,,,Men 50-69 - Average days,Men,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men 50-69,2015,Upper Bound,17.8,,,,,Men 50-69 - Average days,Men,5.194
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men  18-69,2015,Estimated,10.2,,viz_men_age,Average number of days of alcohol consumption among current drinkers,,Men  18-69 - Average days,Men,7.347
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men  18-69,2015,Lower Bound,9.3,,,,,Men  18-69 - Average days,Men,9.587
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Men  18-69,2015,Upper Bound,11.1,,,,,Men  18-69 - Average days,Men,5.194
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 18-29,2015,Estimated,3.2,,viz_women_age,Average number of days of alcohol consumption among current drinkers,,Women 18-29 - Average days,Women,8.089
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 18-29,2015,Lower Bound,1.2,,,,,Women 18-29 - Average days,Women,3.912
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 18-29,2015,Upper Bound,5.2,,,,,Women 18-29 - Average days,Women,1.166
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 30-49,2015,Estimated,2.9,,viz_women_age,Average number of days of alcohol consumption among current drinkers,,Women 30-49 - Average days,Women,8.089
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 30-49,2015,Lower Bound,2.1,,,,,Women 30-49 - Average days,Women,3.912
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 30-49,2015,Upper Bound,3.7,,,,,Women 30-49 - Average days,Women,1.166
Average number of days of alcohol consumption among current drinkers,Average days,Sex by Age,Women 50-69,2015,Estimated,5.7,,viz_women_age,Average number of days of alcohol consumption among current drinkers,,Women 50-69 - Average days,Women,8.089
