Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 3,2015,Lower Bound,17.97,22209064,,,,Age Group 3 - Lifetime abstainer,Total,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 4,2015,Lower Bound,79.66,98451534,,,,Age Group 4 - Lifetime abstainer,Total,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Area,Urban,2015,Lower Bound,88.49,109364503,,,,Urban - Lifetime abstainer,Total,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Area,Rural,2015,Lower Bound,30.79,38053261,,,,Rural - Lifetime abstainer,Total,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 1,2015,Lower Bound,22.72,28079574,,,,Women Age Group 1 - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 2,2015,Lower Bound,0.4786,591500,,,,Women Age Group 2 - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 3,2015,Lower Bound,54.14,66911450,,,,Women Age Group 3 - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 4,2015,Lower Bound,76.49,94533742,,,,Women Age Group 4 - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 1,2015,Lower Bound,97.69,120734753,,,,Men Age Group 1 - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 2,2015,Lower Bound,70.79,87489130,,,,Men Age Group 2 - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 3,2015,Lower Bound,26.45,32689469,,,,Men Age Group 3 - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 4,2015,Lower Bound,83.77,103531070,,,,Men Age Group 4 - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Urban Men,2015,Lower Bound,8.867,10958696,,,,Urban Men - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Rural Men,2015,Lower Bound,78.55,97079689,,,,Rural Men - Lifetime abstainer,Men,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Urban Women,2015,Lower Bound,1.363,1684527,,,,Urban Women - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Rural Women,2015,Lower Bound,0.1146,141634,,,,Rural Women - Lifetime abstainer,Women,0.1146
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 1,2015,Lower Bound,68.84,85079132,,,,Urban Age Group 1 - Lifetime abstainer,Urban,88.49
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 1,2015,Lower Bound,62.1,76749188,,,,Rural Age Group 1 - Lifetime abstainer,Rural,30.79
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 2,2015,Lower Bound,17.97,22209064,,,,Urban Age Group 2 - Lifetime abstainer,Urban,88.49
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 2,2015,Lower Bound,79.66,98451534,,,,Rural Age Group 2 - Lifetime abstainer,Rural,30.79
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 3,2015,Lower Bound,88.49,109364503,,,,Urban Age Group 3 - Lifetime abstainer,Urban,88.49
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 3,2015,Lower Bound,30.79,38053261,,,,Rural Age Group 3 - Lifetime abstainer,Rural,30.79
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 4,2015,Lower Bound,22.72,28079574,,,,Urban Age Group 4 - Lifetime abstainer,Urban,88.49
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 4,2015,Lower Bound,0.4786,591500,,,,Rural Age Group 4 - Lifetime abstainer,Rural,30.79
Percentage who had never consumed alcohol,Lifetime abstainer,Total,Total,2015,Upper Bound,54.14,66911450,,,table_total,1.Total - Lifetime abstainer,"",
Percentage who had never consumed alcohol,Lifetime abstainer,Sex,Men,2015,Upper Bound,76.49,94533742,,,table_total,Men - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Sex,Women,2015,Upper Bound,97.69,120734753,,,table_total,Women - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 1,2015,Upper Bound,70.79,87489130,,,,Age Group 1 - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 2,2015,Upper Bound,26.45,32689469,,,,Age Group 2 - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 3,2015,Upper Bound,83.77,103531070,,,,Age Group 3 - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Age,Age Group 4,2015,Upper Bound,8.867,10958696,,,,Age Group 4 - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Area,Urban,2015,Upper Bound,78.55,97079689,,,,Urban - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Area,Rural,2015,Upper Bound,1.363,1684527,,,,Rural - Lifetime abstainer,Total,54.14
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 1,2015,Upper Bound,0.1146,141634,,,,Women Age Group 1 - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 2,2015,Upper Bound,68.84,85079132,,,,Women Age Group 2 - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 3,2015,Upper Bound,62.1,76749188,,,,Women Age Group 3 - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Women Age Group 4,2015,Upper Bound,17.97,22209064,,,,Women Age Group 4 - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 1,2015,Upper Bound,79.66,98451534,,,,Men Age Group 1 - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 2,2015,Upper Bound,88.49,109364503,,,,Men Age Group 2 - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 3,2015,Upper Bound,30.79,38053261,,,,Men Age Group 3 - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Age,Men Age Group 4,2015,Upper Bound,22.72,28079574,,,,Men Age Group 4 - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Urban Men,2015,Upper Bound,0.4786,591500,,,,Urban Men - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Rural Men,2015,Upper Bound,54.14,66911450,,,,Rural Men - Lifetime abstainer,Men,76.49
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Urban Women,2015,Upper Bound,76.49,94533742,,,,Urban Women - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Sex by Area,Rural Women,2015,Upper Bound,97.69,120734753,,,,Rural Women - Lifetime abstainer,Women,97.69
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 1,2015,Upper Bound,70.79,87489130,,,,Urban Age Group 1 - Lifetime abstainer,Urban,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 1,2015,Upper Bound,26.45,32689469,,,,Rural Age Group 1 - Lifetime abstainer,Rural,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 2,2015,Upper Bound,83.77,103531070,,,,Urban Age Group 2 - Lifetime abstainer,Urban,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 2,2015,Upper Bound,8.867,10958696,,,,Rural Age Group 2 - Lifetime abstainer,Rural,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 3,2015,Upper Bound,78.55,97079689,,,,Urban Age Group 3 - Lifetime abstainer,Urban,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 3,2015,Upper Bound,1.363,1684527,,,,Rural Age Group 3 - Lifetime abstainer,Rural,1.363
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Urban Age Group 4,2015,Upper Bound,0.1146,141634,,,,Urban Age Group 4 - Lifetime abstainer,Urban,78.55
Percentage who had never consumed alcohol,Lifetime abstainer,Age by Area,Rural Age Group 4,2015,Lower Bound,68.84,85079132,,,,Rural Age Group 4 - Lifetime abstainer,Rural,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Total,Total,2015,Estimated,62.1,76749188,viz_total,Percentage who currently drink (past 30 days),table_total,1.Total - Prevalence (current),"",
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Men,2015,Estimated,17.97,22209064,viz_sex,Percentage who currently drink (past 30 days),table_total,Men - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Women,2015,Estimated,79.66,98451534,viz_sex,Percentage who currently drink (past 30 days),table_total,Women - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 1,2015,Estimated,88.49,109364503,viz_age,Percentage who currently drink (past 30 days),,Age Group 1 - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 2,2015,Estimated,30.79,38053261,viz_age,Percentage who currently drink (past 30 days),,Age Group 2 - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 3,2015,Estimated,22.72,28079574,viz_age,Percentage who currently drink (past 30 days),,Age Group 3 - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 4,2015,Estimated,0.4786,591500,viz_age,Percentage who currently drink (past 30 days),,Age Group 4 - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Area,Urban,2015,Estimated,54.14,66911450,viz_area,Percentage who currently drink (past 30 days),,Urban - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Area,Rural,2015,Estimated,76.49,94533742,viz_area,Percentage who currently drink (past 30 days),,Rural - Prevalence (current),Total,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 1,2015,Estimated,97.69,120734753,viz_women_age,Percentage who currently drink (past 30 days),,Women Age Group 1 - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 2,2015,Estimated,70.79,87489130,viz_women_age,Percentage who currently drink (past 30 days),,Women Age Group 2 - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 3,2015,Estimated,26.45,32689469,viz_women_age,Percentage who currently drink (past 30 days),,Women Age Group 3 - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 4,2015,Estimated,83.77,103531070,viz_women_age,Percentage who currently drink (past 30 days),,Women Age Group 4 - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 1,2015,Estimated,8.867,10958696,viz_men_age,Percentage who currently drink (past 30 days),,Men Age Group 1 - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 2,2015,Estimated,78.55,97079689,viz_men_age,Percentage who currently drink (past 30 days),,Men Age Group 2 - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 3,2015,Estimated,1.363,1684527,viz_men_age,Percentage who currently drink (past 30 days),,Men Age Group 3 - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 4,2015,Estimated,0.1146,141634,viz_men_age,Percentage who currently drink (past 30 days),,Men Age Group 4 - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Urban Men,2015,Estimated,68.84,85079132,viz_sex_area,Percentage who currently drink (past 30 days),,Urban Men - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Rural Men,2015,Estimated,62.1,76749188,viz_sex_area,Percentage who currently drink (past 30 days),,Rural Men - Prevalence (current),Men,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Urban Women,2015,Estimated,17.97,22209064,viz_sex_area,Percentage who currently drink (past 30 days),,Urban Women - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Rural Women,2015,Estimated,79.66,98451534,viz_sex_area,Percentage who currently drink (past 30 days),,Rural Women - Prevalence (current),Women,79.66
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 1,2015,Estimated,88.49,109364503,viz_age_area,Percentage who currently drink (past 30 days),,Urban Age Group 1 - Prevalence (current),Urban,54.14
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 1,2015,Estimated,30.79,38053261,viz_age_area,Percentage who currently drink (past 30 days),,Rural Age Group 1 - Prevalence (current),Rural,76.49
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 2,2015,Estimated,22.72,28079574,viz_age_area,Percentage who currently drink (past 30 days),,Urban Age Group 2 - Prevalence (current),Urban,54.14
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 2,2015,Estimated,0.4786,591500,viz_age_area,Percentage who currently drink (past 30 days),,Rural Age Group 2 - Prevalence (current),Rural,76.49
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 3,2015,Estimated,54.14,66911450,viz_age_area,Percentage who currently drink (past 30 days),,Urban Age Group 3 - Prevalence (current),Urban,54.14
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 3,2015,Estimated,76.49,94533742,viz_age_area,Percentage who currently drink (past 30 days),,Rural Age Group 3 - Prevalence (current),Rural,76.49
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 4,2015,Estimated,97.69,120734753,viz_age_area,Percentage who currently drink (past 30 days),,Urban Age Group 4 - Prevalence (current),Urban,54.14
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 4,2015,Estimated,70.79,87489130,viz_age_area,Percentage who currently drink (past 30 days),,Rural Age Group 4 - Prevalence (current),Rural,76.49
Percentage who currently drink (past 30 days),Prevalence (current),Total,Total,2015,Lower Bound,26.45,32689469,,,table_total,1.Total - Prevalence (current),"",
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Men,2015,Lower Bound,83.77,103531070,,,table_total,Men - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Women,2015,Lower Bound,8.867,10958696,,,table_total,Women - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 1,2015,Lower Bound,78.55,97079689,,,,Age Group 1 - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 2,2015,Lower Bound,1.363,1684527,,,,Age Group 2 - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 3,2015,Lower Bound,0.1146,141634,,,,Age Group 3 - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 4,2015,Lower Bound,68.84,85079132,,,,Age Group 4 - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Area,Urban,2015,Lower Bound,62.1,76749188,,,,Urban - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Area,Rural,2015,Lower Bound,17.97,22209064,,,,Rural - Prevalence (current),Total,26.45
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 1,2015,Lower Bound,79.66,98451534,,,,Women Age Group 1 - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 2,2015,Lower Bound,88.49,109364503,,,,Women Age Group 2 - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 3,2015,Lower Bound,30.79,38053261,,,,Women Age Group 3 - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Women Age Group 4,2015,Lower Bound,22.72,28079574,,,,Women Age Group 4 - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 1,2015,Lower Bound,0.4786,591500,,,,Men Age Group 1 - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 2,2015,Lower Bound,54.14,66911450,,,,Men Age Group 2 - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 3,2015,Lower Bound,76.49,94533742,,,,Men Age Group 3 - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Age,Men Age Group 4,2015,Lower Bound,97.69,120734753,,,,Men Age Group 4 - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Urban Men,2015,Lower Bound,70.79,87489130,,,,Urban Men - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Rural Men,2015,Lower Bound,26.45,32689469,,,,Rural Men - Prevalence (current),Men,83.77
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Urban Women,2015,Lower Bound,83.77,103531070,,,,Urban Women - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Sex by Area,Rural Women,2015,Lower Bound,8.867,10958696,,,,Rural Women - Prevalence (current),Women,8.867
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 1,2015,Lower Bound,78.55,97079689,,,,Urban Age Group 1 - Prevalence (current),Urban,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 1,2015,Lower Bound,1.363,1684527,,,,Rural Age Group 1 - Prevalence (current),Rural,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 2,2015,Lower Bound,0.1146,141634,,,,Urban Age Group 2 - Prevalence (current),Urban,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 2,2015,Lower Bound,68.84,85079132,,,,Rural Age Group 2 - Prevalence (current),Rural,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 3,2015,Lower Bound,62.1,76749188,,,,Urban Age Group 3 - Prevalence (current),Urban,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 3,2015,Lower Bound,17.97,22209064,,,,Rural Age Group 3 - Prevalence (current),Rural,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Urban Age Group 4,2015,Lower Bound,79.66,98451534,,,,Urban Age Group 4 - Prevalence (current),Urban,62.1
Percentage who currently drink (past 30 days),Prevalence (current),Age by Area,Rural Age Group 4,2015,Lower Bound,88.49,109364503,,,,Rural Age Group 4 - Prevalence (current),Rural,17.97
Percentage who currently drink (past 30 days),Prevalence (current),Total,Total,2015,Upper Bound,30.79,38053261,,,table_total,1.Total - Prevalence (current),"",
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Men,2015,Upper Bound,22.72,28079574,,,table_total,Men - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Sex,Women,2015,Upper Bound,0.4786,591500,,,table_total,Women - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 1,2015,Upper Bound,54.14,66911450,,,,Age Group 1 - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 2,2015,Upper Bound,76.49,94533742,,,,Age Group 2 - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 3,2015,Upper Bound,97.69,120734753,,,,Age Group 3 - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Age,Age Group 4,2015,Upper Bound,70.79,87489130,,,,Age Group 4 - Prevalence (current),Total,30.79
Percentage who currently drink (past 30 days),Prevalence (current),Area,Urban,2015,Upper Bound,26.45,32689469,,,,Urban - Prevalence (current),Total,30.79
