Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Urban  18-69 - Mean DBP,Urban,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Mean DBP,Urban,9.443
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Mean DBP,Urban,6.272
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Rural,2015,Estimated,77.5,,viz_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Rural - Mean DBP,Total,6.272
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Rural,2015,Lower Bound,76.6,,,,,Rural - Mean DBP,Total,5.672
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Rural,2015,Upper Bound,78.3,,,,,Rural - Mean DBP,Total,11.18
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Urban,2015,Estimated,76.4,,viz_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Urban - Mean DBP,Total,6.272
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Urban,2015,Lower Bound,75.6,,,,,Urban - Mean DBP,Total,5.672
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Area,Urban,2015,Upper Bound,77.3,,,,,Urban - Mean DBP,Total,11.18
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Men,2015,Estimated,79.4,,viz_sex,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",table_total,Men - Mean DBP,Total,6.272
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Men,2015,Lower Bound,78.5,,,,table_total,Men - Mean DBP,Total,5.672
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Men,2015,Upper Bound,80.3,,,,table_total,Men - Mean DBP,Total,11.18
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Women,2015,Estimated,74.8,,viz_sex,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",table_total,Women - Mean DBP,Total,6.272
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Women,2015,Lower Bound,74.1,,,,table_total,Women - Mean DBP,Total,5.672
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex,Women,2015,Upper Bound,75.6,,,,table_total,Women - Mean DBP,Total,11.18
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 18-29,2015,Estimated,74.5,,viz_men_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Men 18-29 - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 18-29,2015,Lower Bound,72.9,,,,,Men 18-29 - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 18-29,2015,Upper Bound,76,,,,,Men 18-29 - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 30-49,2015,Estimated,80.4,,viz_men_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Men 30-49 - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 30-49,2015,Lower Bound,79.2,,,,,Men 30-49 - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 30-49,2015,Upper Bound,81.5,,,,,Men 30-49 - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 50-69,2015,Estimated,84.6,,viz_men_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Men 50-69 - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 50-69,2015,Lower Bound,83.3,,,,,Men 50-69 - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men 50-69,2015,Upper Bound,86,,,,,Men 50-69 - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men  18-69,2015,Estimated,79.4,,viz_men_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Men  18-69 - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men  18-69,2015,Lower Bound,78.5,,,,,Men  18-69 - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Men  18-69,2015,Upper Bound,80.3,,,,,Men  18-69 - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 18-29,2015,Estimated,69.3,,viz_women_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Women 18-29 - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 18-29,2015,Lower Bound,68,,,,,Women 18-29 - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 18-29,2015,Upper Bound,70.6,,,,,Women 18-29 - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 30-49,2015,Estimated,75.2,,viz_women_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Women 30-49 - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 30-49,2015,Lower Bound,74.3,,,,,Women 30-49 - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 30-49,2015,Upper Bound,76.1,,,,,Women 30-49 - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 50-69,2015,Estimated,81.2,,viz_women_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Women 50-69 - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 50-69,2015,Lower Bound,80.1,,,,,Women 50-69 - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women 50-69,2015,Upper Bound,82.4,,,,,Women 50-69 - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women  18-69,2015,Estimated,74.8,,viz_women_age,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Women  18-69 - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women  18-69,2015,Lower Bound,74.1,,,,,Women  18-69 - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Age,Women  18-69,2015,Upper Bound,75.6,,,,,Women  18-69 - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Men,2015,Estimated,,,viz_sex_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Rural Men - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Men,2015,Lower Bound,,,,,,Rural Men - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Men,2015,Upper Bound,,,,,,Rural Men - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Women,2015,Estimated,,,viz_sex_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Rural Women - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Women,2015,Lower Bound,,,,,,Rural Women - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Rural Women,2015,Upper Bound,,,,,,Rural Women - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Men,2015,Estimated,,,viz_sex_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Urban Men - Mean DBP,Men,9.949
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Men,2015,Lower Bound,,,,,,Urban Men - Mean DBP,Men,2.841
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Men,2015,Upper Bound,,,,,,Urban Men - Mean DBP,Men,2.552
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Women,2015,Estimated,,,viz_sex_area,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",,Urban Women - Mean DBP,Women,9.414
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Women,2015,Lower Bound,,,,,,Urban Women - Mean DBP,Women,10.19
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Sex by Area,Urban Women,2015,Upper Bound,,,,,,Urban Women - Mean DBP,Women,12.11
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Total,Total,2015,Estimated,77.1,,viz_total,"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",table_total,1.Total - Mean DBP,,
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Total,Total,2015,Lower Bound,76.5,,,,table_total,1.Total - Mean DBP,,
"Mean diastolic blood pressure - DBP (mmHg), including currently on medication for raised BP",Mean DBP,Total,Total,2015,Upper Bound,77.7,,,,table_total,1.Total - Mean DBP,,
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,18-29,2015,Estimated,112.1,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,18-29 - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,18-29,2015,Lower Bound,110.7,,,,,18-29 - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,18-29,2015,Upper Bound,113.6,,,,,18-29 - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,30-49,2015,Estimated,119.4,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,30-49 - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,30-49,2015,Lower Bound,118.2,,,,,30-49 - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,30-49,2015,Upper Bound,120.6,,,,,30-49 - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,50-69,2015,Estimated,131.4,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,50-69 - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,50-69,2015,Lower Bound,129.7,,,,,50-69 - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age,50-69,2015,Upper Bound,133.1,,,,,50-69 - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age, 18-69,2015,Estimated,119.9,,viz_age,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",, 18-69 - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age, 18-69,2015,Lower Bound,119,,,,, 18-69 - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age, 18-69,2015,Upper Bound,120.8,,,,, 18-69 - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 18-29,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Rural 18-29 - Mean SBP,Rural,8.135
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 18-29,2015,Lower Bound,,,,,,Rural 18-29 - Mean SBP,Rural,9.414
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 18-29,2015,Upper Bound,,,,,,Rural 18-29 - Mean SBP,Rural,10.19
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 30-49,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Rural 30-49 - Mean SBP,Rural,8.135
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 30-49,2015,Lower Bound,,,,,,Rural 30-49 - Mean SBP,Rural,9.414
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 30-49,2015,Upper Bound,,,,,,Rural 30-49 - Mean SBP,Rural,10.19
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 50-69,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Rural 50-69 - Mean SBP,Rural,8.135
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 50-69,2015,Lower Bound,,,,,,Rural 50-69 - Mean SBP,Rural,9.414
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural 50-69,2015,Upper Bound,,,,,,Rural 50-69 - Mean SBP,Rural,10.19
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural  18-69,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Rural  18-69 - Mean SBP,Rural,8.135
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Mean SBP,Rural,9.414
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Rural  18-69,2015,Lower Bound,,,,,,Rural  18-69 - Mean SBP,Rural,9.414
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 18-29,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Urban 18-29 - Mean SBP,Urban,12.93
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 18-29,2015,Lower Bound,,,,,,Urban 18-29 - Mean SBP,Urban,9.949
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 18-29,2015,Upper Bound,,,,,,Urban 18-29 - Mean SBP,Urban,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 30-49,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Urban 30-49 - Mean SBP,Urban,12.93
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 30-49,2015,Lower Bound,,,,,,Urban 30-49 - Mean SBP,Urban,9.949
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 30-49,2015,Upper Bound,,,,,,Urban 30-49 - Mean SBP,Urban,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 50-69,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Urban 50-69 - Mean SBP,Urban,12.93
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 50-69,2015,Lower Bound,,,,,,Urban 50-69 - Mean SBP,Urban,9.949
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban 50-69,2015,Upper Bound,,,,,,Urban 50-69 - Mean SBP,Urban,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban  18-69,2015,Estimated,,,viz_age_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Urban  18-69 - Mean SBP,Urban,12.93
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban  18-69,2015,Lower Bound,,,,,,Urban  18-69 - Mean SBP,Urban,9.949
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Age by Area,Urban  18-69,2015,Upper Bound,,,,,,Urban  18-69 - Mean SBP,Urban,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Rural,2015,Estimated,120.8,,viz_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Rural - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Rural,2015,Lower Bound,119.5,,,,,Rural - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Rural,2015,Upper Bound,122,,,,,Rural - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Urban,2015,Estimated,118.4,,viz_area,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",,Urban - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Urban,2015,Lower Bound,117.1,,,,,Urban - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Area,Urban,2015,Upper Bound,119.6,,,,,Urban - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Men,2015,Estimated,124.4,,viz_sex,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",table_total,Men - Mean SBP,Total,2.841
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Men,2015,Lower Bound,123.1,,,,table_total,Men - Mean SBP,Total,2.552
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Men,2015,Upper Bound,125.7,,,,table_total,Men - Mean SBP,Total,9.443
"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",Mean SBP,Sex,Women,2015,Estimated,115.5,,viz_sex,"Mean systolic blood pressure - SBP (mmHg), including currently on medication for raised BP",table_total,Women - Mean SBP,Total,2.841
